Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,22,Sun,2015-03-01,18:00,Legia Warsaw,3–0,Podbeskidzie,12661,Stadion Miejski Legii Warszawa im. Marsz...,Paweł Gil,Match Report,
Regular Season,22,Mon,2015-03-02,18:00,Pogoń Szczecin,0–1,Górnik Łęczna,4482,Stadion Miejski im. Floriana Krygiera,Adam Lyczmański,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2015-03-06,18:00,Ruch Chorzów,2–1,Pogoń Szczecin,5562,Stadion Miejski ul. Cicha,Marcin Borski,Match Report,
Regular Season,23,Fri,2015-03-06,20:30,Lech Poznań,2–0,Jagiellonia,18523,INEA stadion,Tomasz Musiał,Match Report,
Regular Season,23,Sat,2015-03-07,15:30,Piast Gliwice,2–2,Górnik Zabrze,8102,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,23,Sat,2015-03-07,15:30,Wisła Kraków,0–1,Zawisza,9190,Stadion Miejski im. Henryka Reymana,Paweł Raczkowski,Match Report,
Regular Season,23,Sat,2015-03-07,18:00,Lechia Gdańsk,1–0,GKS Bełchatów,9761,Stadion Energa Gdańsk,Paweł Gil,Match Report,
Regular Season,23,Sun,2015-03-08,15:30,Podbeskidzie,2–2,Korona Kielce,4875,Stadion Miejski BKS Stal,Szymon Marciniak,Match Report,
Regular Season,23,Sun,2015-03-08,18:00,Śląsk Wrocław,1–3,Legia Warsaw,21005,Stadion Miejski,Bartosz Frankowski,Match Report,
Regular Season,23,Mon,2015-03-09,18:00,Górnik Łęczna,2–1,Cracovia,3498,Stadion Górnik,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2015-03-13,18:00,Cracovia,3–1,Piast Gliwice,5428,Stadion Cracovii,Paweł Gil,Match Report,
Regular Season,24,Fri,2015-03-13,20:30,Pogoń Szczecin,0–1,Lechia Gdańsk,5284,Stadion Miejski im. Floriana Krygiera,Krzysztof Jakubik,Match Report,
Regular Season,24,Sat,2015-03-14,15:30,Górnik Zabrze,3–3,Podbeskidzie,3000,Stadion im. Ernesta Pohla,Jarosław Przybył,Match Report,
Regular Season,24,Sat,2015-03-14,15:30,Jagiellonia,2–1,Górnik Łęczna,10138,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,24,Sat,2015-03-14,18:00,Zawisza,1–0,Lech Poznań,4893,Stadion im. Zdzisława Krzyszkowiaka,Tomasz Kwiatkowski,Match Report,
Regular Season,24,Sun,2015-03-15,15:30,Korona Kielce,2–2,Śląsk Wrocław,7918,Kolporter Arena,Tomasz Musiał,Match Report,
Regular Season,24,Sun,2015-03-15,18:00,Legia Warsaw,2–2,Wisła Kraków,26527,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Złotek,Match Report,
Regular Season,24,Mon,2015-03-16,18:00,GKS Bełchatów,0–1,Ruch Chorzów,3218,Stadion GKS-u,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,25,Fri,2015-03-20,18:00,Pogoń Szczecin,3–0,GKS Bełchatów,3384,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Regular Season,25,Fri,2015-03-20,20:30,Górnik Łęczna,1–1,Śląsk Wrocław,6302,Stadion Górnik,Krzysztof Jakubik,Match Report,
Regular Season,25,Sat,2015-03-21,15:30,Ruch Chorzów,1–2,Zawisza,6248,Stadion Miejski ul. Cicha,Paweł Gil,Match Report,
Regular Season,25,Sat,2015-03-21,18:00,Wisła Kraków,2–1,Cracovia,23307,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,25,Sat,2015-03-21,20:30,Lechia Gdańsk,1–0,Górnik Zabrze,12493,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,25,Sun,2015-03-22,15:30,Podbeskidzie,1–0,Jagiellonia,4034,Stadion Miejski BKS Stal,Paweł Raczkowski,Match Report,
Regular Season,25,Sun,2015-03-22,15:30,Piast Gliwice,1–2,Korona Kielce,4288,Stadion Miejski,Adam Lyczmański,Match Report,
Regular Season,25,Sun,2015-03-22,18:00,Lech Poznań,2–1,Legia Warsaw,41545,INEA stadion,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Regular Season,26,Sat,2015-04-04,13:00,Cracovia,3–2,Lechia Gdańsk,6143,Stadion Cracovii,Szymon Marciniak,Match Report,
Regular Season,26,Sat,2015-04-04,15:30,Śląsk Wrocław,0–0,Podbeskidzie,8149,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,26,Sat,2015-04-04,18:00,GKS Bełchatów,1–2,Lech Poznań,4085,Stadion GKS-u,Marcin Boniek,Match Report,
Regular Season,26,Sat,2015-04-04,20:30,Legia Warsaw,2–0,Piast Gliwice,11000,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Regular Season,26,Mon,2015-04-06,13:00,Korona Kielce,2–0,Górnik Łęczna,5878,Kolporter Arena,Tomasz Kwiatkowski,Match Report,
Regular Season,26,Mon,2015-04-06,15:30,Górnik Zabrze,2–2,Ruch Chorzów,3000,Stadion im. Ernesta Pohla,Bartosz Frankowski,Match Report,
Regular Season,26,Mon,2015-04-06,18:00,Jagiellonia,2–2,Wisła Kraków,11784,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,26,Tue,2015-04-07,20:30,Zawisza,2–1,Pogoń Szczecin,4283,Stadion im. Zdzisława Krzyszkowiaka,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2015-04-10,18:00,Ruch Chorzów,3–0,Cracovia,5877,Stadion Miejski ul. Cicha,Paweł Raczkowski,Match Report,
Regular Season,27,Fri,2015-04-10,20:30,Wisła Kraków,1–1,Górnik Zabrze,12304,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
Regular Season,27,Sat,2015-04-11,15:30,Lechia Gdańsk,1–0,Legia Warsaw,36500,Stadion Energa Gdańsk,Bartosz Frankowski,Match Report,
Regular Season,27,Sat,2015-04-11,18:00,Piast Gliwice,2–0,Śląsk Wrocław,5007,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,27,Sat,2015-04-11,20:30,Pogoń Szczecin,2–0,Jagiellonia,4851,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Regular Season,27,Sun,2015-04-12,15:30,GKS Bełchatów,1–4,Zawisza,2738,Stadion GKS-u,Mariusz Złotek,Match Report,
Regular Season,27,Sun,2015-04-12,18:00,Lech Poznań,1–1,Korona Kielce,24308,INEA stadion,Jarosław Przybył,Match Report,
Regular Season,27,Mon,2015-04-13,18:00,Górnik Łęczna,0–0,Podbeskidzie,3192,Stadion Górnik,Adam Lyczmański,Match Report,
,,,,,,,,,,,,
Regular Season,28,Fri,2015-04-17,18:00,Korona Kielce,0–0,Ruch Chorzów,7686,Kolporter Arena,Marcin Borski,Match Report,
Regular Season,28,Fri,2015-04-17,20:30,Podbeskidzie,2–2,Wisła Kraków,6188,Stadion Miejski BKS Stal,Daniel Stefański,Match Report,
Regular Season,28,Sat,2015-04-18,15:30,Śląsk Wrocław,3–0,Lechia Gdańsk,11651,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,28,Sat,2015-04-18,18:00,Jagiellonia,2–1,Piast Gliwice,8881,Stadion Miejski,Bartosz Frankowski,Match Report,
Regular Season,28,Sat,2015-04-18,20:30,Cracovia,0–1,Pogoń Szczecin,6355,Stadion Cracovii,Krzysztof Jakubik,Match Report,
Regular Season,28,Sun,2015-04-19,15:30,Górnik Łęczna,1–1,Lech Poznań,6143,Stadion Górnik,Tomasz Musiał,Match Report,
Regular Season,28,Sun,2015-04-19,18:00,Legia Warsaw,2–0,Zawisza,16463,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Złotek,Match Report,
Regular Season,28,Mon,2015-04-20,18:00,Górnik Zabrze,2–0,GKS Bełchatów,3000,Stadion im. Ernesta Pohla,Paweł Raczkowski,Match Report,
,,,,,,,,,,,,
Regular Season,29,Fri,2015-04-24,18:00,Zawisza,0–3,Cracovia,4820,Stadion im. Zdzisława Krzyszkowiaka,Szymon Marciniak,Match Report,
Regular Season,29,Fri,2015-04-24,20:30,Ruch Chorzów,0–0,Legia Warsaw,9300,Stadion Miejski ul. Cicha,Jarosław Przybył,Match Report,
Regular Season,29,Sat,2015-04-25,15:30,Pogoń Szczecin,3–1,Górnik Zabrze,7826,Stadion Miejski im. Floriana Krygiera,Bartosz Frankowski,Match Report,
Regular Season,29,Sat,2015-04-25,18:00,GKS Bełchatów,0–0,Jagiellonia,2513,Stadion GKS-u,Tomasz Musiał,Match Report,
Regular Season,29,Sat,2015-04-25,20:30,Lech Poznań,2–0,Śląsk Wrocław,22175,INEA stadion,Marcin Borski,Match Report,
Regular Season,29,Sun,2015-04-26,13:00,Piast Gliwice,3–0,Podbeskidzie,4644,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,29,Sun,2015-04-26,15:30,Lechia Gdańsk,2–0,Górnik Łęczna,23990,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,29,Sun,2015-04-26,18:00,Wisła Kraków,2–0,Korona Kielce,10079,Stadion Miejski im. Henryka Reymana,Mariusz Złotek,Match Report,
,,,,,,,,,,,,
Regular Season,30,Wed,2015-04-29,20:30,Podbeskidzie,0–2,Lech Poznań,5632,Stadion Miejski BKS Stal,Szymon Marciniak,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Legia Warsaw,2–1,Pogoń Szczecin,14000,Stadion Miejski Legii Warszawa im. Marsz...,Adam Lyczmański,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Korona Kielce,3–2,Lechia Gdańsk,5769,Kolporter Arena,Marcin Borski,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Cracovia,3–1,GKS Bełchatów,5114,Stadion Cracovii,Paweł Gil,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Jagiellonia,2–0,Ruch Chorzów,10068,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Górnik Zabrze,2–1,Zawisza,3043,Stadion im. Ernesta Pohla,Tomasz Musiał,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Górnik Łęczna,1–2,Piast Gliwice,3043,Stadion Górnik,Krzysztof Jakubik,Match Report,
Regular Season,30,Wed,2015-04-29,20:30,Śląsk Wrocław,1–0,Wisła Kraków,14791,Stadion Miejski,Paweł Raczkowski,Match Report,
,,,,,,,,,,,,
Relegation round,1,Fri,2015-05-08,18:00,Korona Kielce,0–2,Ruch Chorzów,5531,Kolporter Arena,Bartosz Frankowski,Match Report,
Championship round,1,Fri,2015-05-08,20:30,Jagiellonia,1–1,Śląsk Wrocław,11416,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,1,Sat,2015-05-09,15:30,Legia Warsaw,1–2,Lech Poznań,25037,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Championship round,1,Sat,2015-05-09,18:00,Pogoń Szczecin,1–3,Lechia Gdańsk,6458,Stadion Miejski im. Floriana Krygiera,Mariusz Złotek,Match Report,
Championship round,1,Sat,2015-05-09,20:30,Wisła Kraków,4–1,Górnik Zabrze,8724,Stadion Miejski im. Henryka Reymana,Marcin Borski,Match Report,
Relegation round,1,Sun,2015-05-10,15:30,Podbeskidzie,2–2,Zawisza,3677,Stadion Miejski BKS Stal,Tomasz Kwiatkowski,Match Report,
Relegation round,1,Sun,2015-05-10,18:00,Cracovia,1–1,GKS Bełchatów,5209,Stadion Cracovii,Paweł Gil,Match Report,
Relegation round,1,Mon,2015-05-11,18:00,Piast Gliwice,2–3,Górnik Łęczna,3647,Stadion Miejski,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Relegation round,2,Fri,2015-05-15,18:00,Zawisza,3–1,Korona Kielce,4283,Stadion im. Zdzisława Krzyszkowiaka,Szymon Marciniak,Match Report,
Championship round,2,Fri,2015-05-15,20:30,Lechia Gdańsk,2–2,Wisła Kraków,18032,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Relegation round,2,Sat,2015-05-16,15:30,Górnik Łęczna,0–3,Cracovia,3086,Stadion im. Ernesta Pohla,Bartosz Frankowski,Match Report,
Relegation round,2,Sat,2015-05-16,18:00,GKS Bełchatów,0–2,Podbeskidzie,2340,Stadion GKS-u,Tomasz Musiał,Match Report,
Relegation round,2,Sat,2015-05-16,20:30,Ruch Chorzów,1–1,Piast Gliwice,6581,Stadion ul. Narutowicza,Paweł Gil,Match Report,
Championship round,2,Sun,2015-05-17,15:30,Górnik Zabrze,2–0,Pogoń Szczecin,3000,Stadion im. Ernesta Pohla,Jarosław Przybył,Match Report,
Championship round,2,Sun,2015-05-17,15:30,Lech Poznań,1–3,Jagiellonia,22515,INEA stadion,Mariusz Złotek,Match Report,
Championship round,2,Sun,2015-05-17,18:00,Śląsk Wrocław,1–1,Legia Warsaw,15768,Stadion Miejski,Adam Lyczmański,Match Report,
,,,,,,,,,,,,
Relegation round,3,Tue,2015-05-19,18:00,Podbeskidzie,0–2,Ruch Chorzów,4563,Stadion Miejski BKS Stal,Marcin Boniek,Match Report,
Relegation round,3,Tue,2015-05-19,18:00,Korona Kielce,1–3,Górnik Łęczna,4569,Kolporter Arena,Krzysztof Jakubik,Match Report,
Relegation round,3,Tue,2015-05-19,20:30,Piast Gliwice,6–3,GKS Bełchatów,3238,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Relegation round,3,Tue,2015-05-19,20:30,Cracovia,3–1,Zawisza,5142,Stadion Cracovii,Szymon Marciniak,Match Report,
Championship round,3,Wed,2015-05-20,18:00,Górnik Zabrze,0–1,Lechia Gdańsk,3000,Stadion im. Ernesta Pohla,Bartosz Frankowski,Match Report,
Championship round,3,Wed,2015-05-20,18:00,Lech Poznań,3–0,Śląsk Wrocław,15377,INEA stadion,Tomasz Musiał,Match Report,
Championship round,3,Wed,2015-05-20,20:30,Legia Warsaw,1–0,Jagiellonia,17977,Stadion Miejski Legii Warszawa im. Marsz...,Paweł Gil,Match Report,
Championship round,3,Wed,2015-05-20,20:30,Wisła Kraków,2–2,Pogoń Szczecin,8445,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Relegation round,4,Fri,2015-05-22,18:00,Zawisza,1–1,Górnik Łęczna,2843,Stadion im. Zdzisława Krzyszkowiaka,Mariusz Złotek,Match Report,
Relegation round,4,Fri,2015-05-22,20:30,Cracovia,1–1,Korona Kielce,6137,Stadion Cracovii,Marcin Borski,Match Report,
Championship round,4,Sat,2015-05-23,15:30,Śląsk Wrocław,1–1,Górnik Zabrze,5875,Stadion Miejski,Krzysztof Jakubik,Match Report,
Championship round,4,Sat,2015-05-23,18:00,Pogoń Szczecin,0–1,Legia Warsaw,8158,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Championship round,4,Sat,2015-05-23,20:30,Jagiellonia,2–1,Wisła Kraków,16553,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Relegation round,4,Sun,2015-05-24,15:30,Piast Gliwice,2–1,Podbeskidzie,4171,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,4,Sun,2015-05-24,18:00,Lechia Gdańsk,1–2,Lech Poznań,23921,Stadion Energa Gdańsk,Szymon Marciniak,Match Report,
Relegation round,4,Mon,2015-05-25,18:00,Ruch Chorzów,2–4,GKS Bełchatów,4750,Stadion Miejski ul. Cicha,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Relegation round,5,Fri,2015-05-29,18:00,Podbeskidzie,0–3,Cracovia,4609,Stadion Miejski BKS Stal,Krzysztof Jakubik,Match Report,
Relegation round,5,Fri,2015-05-29,20:30,Korona Kielce,2–1,Piast Gliwice,5408,Kolporter Arena,Tomasz Musiał,Match Report,
Relegation round,5,Sat,2015-05-30,15:30,Górnik Łęczna,0–1,Ruch Chorzów,4209,Stadion Górnik,Daniel Stefański,Match Report,
Relegation round,5,Sat,2015-05-30,18:00,GKS Bełchatów,1–4,Zawisza,2813,Stadion GKS-u,Marcin Borski,Match Report,
Championship round,5,Sat,2015-05-30,20:30,Śląsk Wrocław,1–0,Lechia Gdańsk,6986,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Championship round,5,Sun,2015-05-31,15:30,Legia Warsaw,1–0,Wisła Kraków,24429,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Championship round,5,Sun,2015-05-31,15:30,Jagiellonia,3–2,Górnik Zabrze,15553,Stadion Miejski,Paweł Raczkowski,Match Report,
Championship round,5,Sun,2015-05-31,18:00,Lech Poznań,1–0,Pogoń Szczecin,27538,INEA stadion,Paweł Raczkowski,Match Report,
,,,,,,,,,,,,
Relegation round,6,Tue,2015-06-02,20:30,Podbeskidzie,1–0,Górnik Łęczna,3738,Stadion Miejski BKS Stal,Marcin Borski,Match Report,
Relegation round,6,Tue,2015-06-02,20:30,GKS Bełchatów,2–2,Korona Kielce,2627,Stadion GKS-u,Jarosław Przybył,Match Report,
Relegation round,6,Tue,2015-06-02,20:30,Zawisza,0–0,Piast Gliwice,3322,Stadion im. Zdzisława Krzyszkowiaka,Krzysztof Jakubik,Match Report,
Relegation round,6,Tue,2015-06-02,20:30,Cracovia,1–0,Ruch Chorzów,7541,Stadion Cracovii,Tomasz Kwiatkowski,Match Report,
Championship round,6,Wed,2015-06-03,20:30,Pogoń Szczecin,1–3,Jagiellonia,4125,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Championship round,6,Wed,2015-06-03,20:30,Wisła Kraków,0–1,Śląsk Wrocław,11221,Stadion Miejski im. Henryka Reymana,Paweł Raczkowski,Match Report,
Championship round,6,Wed,2015-06-03,20:30,Lechia Gdańsk,0–0,Legia Warsaw,26678,Stadion Energa Gdańsk,Tomasz Musiał,Match Report,
Championship round,6,Wed,2015-06-03,20:30,Górnik Zabrze,1–6,Lech Poznań,3000,Stadion im. Ernesta Pohla,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Relegation round,7,Fri,2015-06-05,20:30,Piast Gliwice,0–3,Cracovia,4774,Stadion Miejski,Paweł Gil,Match Report,
Relegation round,7,Fri,2015-06-05,20:30,Górnik Łęczna,1–0,GKS Bełchatów,4269,Stadion Górnik,Tomasz Kwiatkowski,Match Report,
Relegation round,7,Fri,2015-06-05,20:30,Ruch Chorzów,3–2,Zawisza,5120,Stadion Miejski ul. Cicha,Marcin Borski,Match Report,
Relegation round,7,Fri,2015-06-05,20:30,Korona Kielce,3–1,Podbeskidzie,7736,Kolporter Arena,Mariusz Złotek,Match Report,
Championship round,7,Sun,2015-06-07,18:00,Legia Warsaw,2–0,Górnik Zabrze,16553,Stadion Miejski Legii Warszawa im. Marsz...,Bartosz Frankowski,Match Report,
Championship round,7,Sun,2015-06-07,18:00,Śląsk Wrocław,2–1,Pogoń Szczecin,8135,Stadion Miejski,Paweł Raczkowski,Match Report,
Championship round,7,Sun,2015-06-07,18:00,Jagiellonia,4–2,Lechia Gdańsk,17748,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,7,Sun,2015-06-07,18:00,Lech Poznań,0–0,Wisła Kraków,41556,INEA stadion,Szymon Marciniak,Match Report,
