Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,23,Fri,2020-02-21,18:00,Łódzki KS,0–0,Pogoń Szczecin,5150,Stadion ŁKS-u,Bartosz Frankowski,Match Report,
Regular Season,23,Fri,2020-02-21,20:30,Śląsk Wrocław,2–1,Górnik Zabrze,8196,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,23,Sat,2020-02-22,15:00,Arka Gdynia,3–2,RKS Raków,4367,Stadion GOSiR,Tomasz Musiał,Match Report,
Regular Season,23,Sat,2020-02-22,17:30,Legia Warsaw,4–0,Jagiellonia,21340,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Zlotek,Match Report,
Regular Season,23,Sat,2020-02-22,20:00,Piast Gliwice,1–0,Cracovia,4176,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,23,Sun,2020-02-23,12:30,Wisła Płock,1–1,Zagłębie Lubin,2127,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
Regular Season,23,Sun,2020-02-23,15:00,Wisła Kraków,2–0,Korona Kielce,17354,Stadion Miejski im. Henryka Reymana,Paweł Gil,Match Report,
Regular Season,23,Sun,2020-02-23,17:30,Lech Poznań,2–0,Lechia Gdańsk,12693,INEA stadion,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2020-02-28,18:00,RKS Raków,2–0,Piast Gliwice,2011,Stadion Raków,Daniel Stefański,Match Report,
Regular Season,24,Fri,2020-02-28,20:30,Jagiellonia,1–1,Lech Poznań,6886,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,24,Sat,2020-02-29,15:00,Wisła Kraków,2–2,Wisła Płock,13893,Stadion Miejski im. Henryka Reymana,Łukasz Szczech,Match Report,
Regular Season,24,Sat,2020-02-29,17:30,Górnik Zabrze,3–1,Pogoń Szczecin,10087,Arena Zabrze,Tomasz Musiał,Match Report,
Regular Season,24,Sat,2020-02-29,20:00,Legia Warsaw,2–1,Cracovia,21000,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Regular Season,24,Sun,2020-03-01,12:30,Korona Kielce,1–2,Lechia Gdańsk,4150,Kolporter Arena,Paweł Raczkowski,Match Report,
Regular Season,24,Sun,2020-03-01,15:00,Arka Gdynia,1–1,Łódzki KS,7064,Stadion GOSiR,Piotr Lasyk,Match Report,
Regular Season,24,Sun,2020-03-01,17:30,Zagłębie Lubin,3–1,Śląsk Wrocław,5623,Stadion Zagłębia Lubin,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,25,Tue,2020-03-03,18:00,Lech Poznań,4–1,Górnik Zabrze,8634,INEA stadion,Mariusz Zlotek,Match Report,
Regular Season,25,Tue,2020-03-03,18:00,Wisła Płock,0–2,RKS Raków,1714,Stadion Miejski im. Henryka Reymana,Bartosz Frankowski,Match Report,
Regular Season,25,Tue,2020-03-03,20:30,Pogoń Szczecin,1–2,Jagiellonia,2895,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Regular Season,25,Tue,2020-03-03,20:30,Cracovia,0–2,Wisła Kraków,14154,Stadion Cracovii,Bartosz Frankowski,Match Report,
Regular Season,25,Wed,2020-03-04,18:00,Łódzki KS,3–2,Zagłębie Lubin,4712,Stadion ŁKS-u,Krzysztof Jakubik,Match Report,
Regular Season,25,Wed,2020-03-04,18:00,Śląsk Wrocław,2–1,Korona Kielce,6149,Stadion Miejski,Zbigniew Dobrynin,Match Report,
Regular Season,25,Wed,2020-03-04,20:30,Lechia Gdańsk,0–2,Legia Warsaw,13055,Stadion Energa Gdańsk,Tomasz Musiał,Match Report,
Regular Season,25,Wed,2020-03-04,20:30,Piast Gliwice,1–0,Arka Gdynia,3363,Stadion Miejski,Wojciech Myć,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2020-03-06,20:30,Górnik Zabrze,3–2,Cracovia,8974,Arena Zabrze,Paweł Raczkowski,Match Report,
Regular Season,26,Sat,2020-03-07,15:00,Arka Gdynia,1–2,Wisła Płock,4010,Stadion GOSiR,Tomasz Kwiatkowski,Match Report,
Regular Season,26,Sat,2020-03-07,17:30,Zagłębie Lubin,4–4,Lechia Gdańsk,2311,Stadion Zagłębia Lubin,Paweł Gil,Match Report,
Regular Season,26,Sat,2020-03-07,20:00,Jagiellonia,1–0,Śląsk Wrocław,7543,Stadion Miejski,Piotr Lasyk,Match Report,
Regular Season,26,Sun,2020-03-08,12:30,RKS Raków,0–0,Pogoń Szczecin,3007,Stadion Raków,Mariusz Zlotek,Match Report,
Regular Season,26,Sun,2020-03-08,15:00,Wisła Kraków,1–1,Lech Poznań,21281,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,26,Sun,2020-03-08,17:30,Legia Warsaw,1–2,Piast Gliwice,23120,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Regular Season,26,Mon,2020-03-09,18:00,Korona Kielce,1–0,Łódzki KS,4678,Kolporter Arena,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2020-05-29,18:00,Śląsk Wrocław,1–1,RKS Raków,,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,27,Fri,2020-05-29,20:30,Pogoń Szczecin,0–3,Zagłębie Lubin,,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
Regular Season,27,Sat,2020-05-30,15:00,Łódzki KS,0–1,Górnik Zabrze,,Stadion ŁKS-u,Bartosz Frankowski,Match Report,
Regular Season,27,Sat,2020-05-30,17:30,Piast Gliwice,4–0,Wisła Kraków,,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,27,Sat,2020-05-30,20:00,Lech Poznań,0–1,Legia Warsaw,,INEA stadion,Tomasz Musiał,Match Report,
Regular Season,27,Sun,2020-05-31,12:30,Wisła Płock,1–4,Korona Kielce,,Stadion Miejski im. Henryka Reymana,Krzysztof Jakubik,Match Report,
Regular Season,27,Sun,2020-05-31,15:00,Cracovia,0–1,Jagiellonia,,Stadion Cracovii,Paweł Gil,Match Report,
Regular Season,27,Sun,2020-05-31,17:30,Lechia Gdańsk,4–3,Arka Gdynia,,Stadion Energa Gdańsk,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Regular Season,28,Fri,2020-06-05,18:00,Korona Kielce,1–2,Piast Gliwice,,Kolporter Arena,Bartosz Frankowski,Match Report,
Regular Season,28,Fri,2020-06-05,20:30,Górnik Zabrze,2–2,Lechia Gdańsk,,Arena Zabrze,Tomasz Musiał,Match Report,
Regular Season,28,Sat,2020-06-06,15:00,Jagiellonia,2–2,Wisła Płock,,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,28,Sat,2020-06-06,17:30,Zagłębie Lubin,3–3,Lech Poznań,,Stadion Zagłębia Lubin,Piotr Lasyk,Match Report,
Regular Season,28,Sat,2020-06-06,20:00,Pogoń Szczecin,1–0,Cracovia,,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Regular Season,28,Sun,2020-06-07,12:30,RKS Raków,1–1,Łódzki KS,,Stadion Raków,Krzysztof Jakubik,Match Report,
Regular Season,28,Sun,2020-06-07,15:00,Arka Gdynia,2–1,Śląsk Wrocław,,Stadion GOSiR,Paweł Raczkowski,Match Report,
Regular Season,28,Sun,2020-06-07,17:30,Wisła Kraków,1–3,Legia Warsaw,,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,29,Tue,2020-06-09,18:00,Lechia Gdańsk,1–3,Cracovia,,Stadion Energa Gdańsk,Bartosz Frankowski,Match Report,
Regular Season,29,Tue,2020-06-09,18:00,Piast Gliwice,0–0,Górnik Zabrze,,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,29,Tue,2020-06-09,20:30,Lech Poznań,4–0,Pogoń Szczecin,,INEA stadion,Łukasz Szczech,Match Report,
Regular Season,29,Tue,2020-06-09,20:30,Zagłębie Lubin,1–1,Korona Kielce,,Stadion Zagłębia Lubin,Zbigniew Dobrynin,Match Report,
Regular Season,29,Wed,2020-06-10,18:00,Wisła Kraków,3–2,RKS Raków,,Stadion Miejski im. Henryka Reymana,Mariusz Zlotek,Match Report,
Regular Season,29,Wed,2020-06-10,18:00,Wisła Płock,1–2,Śląsk Wrocław,,Stadion Miejski im. Henryka Reymana,Tomasz Musiał,Match Report,
Regular Season,29,Wed,2020-06-10,20:30,Legia Warsaw,5–1,Arka Gdynia,,Stadion Miejski Legii Warszawa im. Marsz...,Tomasz Kwiatkowski,Match Report,
Regular Season,29,Wed,2020-06-10,20:30,Łódzki KS,0–3,Jagiellonia,,Stadion ŁKS-u,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Regular Season,30,Sun,2020-06-14,18:00,Arka Gdynia,0–0,Wisła Kraków,,Stadion GOSiR,Krzysztof Jakubik,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Jagiellonia,0–2,Piast Gliwice,,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Pogoń Szczecin,1–1,Lechia Gdańsk,,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Górnik Zabrze,2–0,Legia Warsaw,,Arena Zabrze,Szymon Marciniak,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Śląsk Wrocław,4–0,Łódzki KS,,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,RKS Raków,2–1,Zagłębie Lubin,,Stadion Raków,Bartosz Frankowski,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Cracovia,1–1,Wisła Płock,,Stadion Cracovii,Piotr Lasyk,Match Report,
Regular Season,30,Sun,2020-06-14,18:00,Korona Kielce,0–3,Lech Poznań,,Kolporter Arena,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Relegation round,1,Fri,2020-06-19,18:00,Zagłębie Lubin,1–0,Łódzki KS,857,Stadion Zagłębia Lubin,Jarosław Przybył,Match Report,
Relegation round,1,Fri,2020-06-19,20:30,Górnik Zabrze,3–2,Korona Kielce,4173,Arena Zabrze,Paweł Raczkowski,Match Report,
Relegation round,1,Sat,2020-06-20,15:00,Wisła Płock,0–0,Arka Gdynia,688,Stadion im. Kazimierza Górskiego,Mariusz Zlotek,Match Report,
Championship round,1,Sat,2020-06-20,17:30,Piast Gliwice,0–2,Lech Poznań,1197,Stadion Miejski,Krzysztof Jakubik,Match Report,
Relegation round,1,Sat,2020-06-20,20:00,RKS Raków,3–1,Wisła Kraków,769,Stadion GKS-u,Tomasz Kwiatkowski,Match Report,
Championship round,1,Sun,2020-06-21,12:30,Pogoń Szczecin,0–1,Lechia Gdańsk,999,Stadion Miejski im. Floriana Krygiera,Paweł Gil,Match Report,
Championship round,1,Sun,2020-06-21,15:00,Cracovia,1–2,Jagiellonia,3185,Stadion Cracovii,Szymon Marciniak,Match Report,
Championship round,1,Sun,2020-06-21,17:30,Legia Warsaw,2–0,Śląsk Wrocław,5220,Stadion Miejski Legii Warszawa im. Marsz...,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Relegation round,2,Tue,2020-06-23,18:00,Arka Gdynia,3–2,Zagłębie Lubin,1492,Stadion SOSiR,Paweł Raczkowski,Match Report,
Relegation round,2,Tue,2020-06-23,18:00,Korona Kielce,0–1,RKS Raków,1336,Kolporter Arena,Krzysztof Jakubik,Match Report,
Relegation round,2,Tue,2020-06-23,20:30,Łódzki KS,1–3,Górnik Zabrze,877,Stadion ŁKS-u,Tomasz Musiał,Match Report,
Relegation round,2,Tue,2020-06-23,20:30,Wisła Kraków,1–0,Wisła Płock,4016,Stadion Miejski im. Henryka Reymana,Bartosz Frankowski,Match Report,
Championship round,2,Wed,2020-06-24,18:00,Lechia Gdańsk,1–0,Piast Gliwice,3967,Stadion Energa Gdańsk,Tomasz Kwiatkowski,Match Report,
Championship round,2,Wed,2020-06-24,20:30,Jagiellonia,0–0,Legia Warsaw,3636,Stadion Miejski,Jarosław Przybył,Match Report,
Championship round,2,Wed,2020-06-24,20:30,Lech Poznań,0–0,Pogoń Szczecin,5113,INEA stadion,Wojciech Myć,Match Report,
Championship round,2,Thu,2020-06-25,19:00,Śląsk Wrocław,3–2,Cracovia,4416,Stadion Miejski,Dominik Sulikowski,Match Report,
,,,,,,,,,,,,
Relegation round,3,Fri,2020-06-26,18:00,RKS Raków,3–2,Arka Gdynia,,Stadion GKS-u,Paweł Gil,Match Report,
Relegation round,3,Fri,2020-06-26,20:30,Zagłębie Lubin,2–1,Korona Kielce,,Stadion Zagłębia Lubin,Mariusz Zlotek,Match Report,
Relegation round,3,Sat,2020-06-27,15:00,Wisła Płock,2–0,Łódzki KS,,Stadion im. Kazimierza Górskiego,Łukasz Szczech,Match Report,
Championship round,3,Sat,2020-06-27,17:30,Legia Warsaw,1–1,Piast Gliwice,,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Relegation round,3,Sat,2020-06-27,20:00,Górnik Zabrze,0–1,Wisła Kraków,4268,Arena Zabrze,Krzysztof Jakubik,Match Report,
Championship round,3,Sun,2020-06-28,15:00,Jagiellonia,1–2,Lechia Gdańsk,2866,Stadion Miejski,Bartosz Frankowski,Match Report,
Championship round,3,Sun,2020-06-28,17:30,Śląsk Wrocław,2–2,Lech Poznań,5781,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Championship round,3,Mon,2020-06-29,18:00,Cracovia,2–1,Pogoń Szczecin,2812,Stadion Cracovii,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Relegation round,4,Fri,2020-07-03,18:00,Łódzki KS,1–2,Wisła Kraków,,Stadion ŁKS-u,Bartosz Frankowski,Match Report,
Relegation round,4,Fri,2020-07-03,20:30,Korona Kielce,1–1,Arka Gdynia,,Kolporter Arena,Jarosław Przybył,Match Report,
Relegation round,4,Sat,2020-07-04,15:00,RKS Raków,1–2,Zagłębie Lubin,,Stadion GKS-u,Tomasz Musiał,Match Report,
Championship round,4,Sat,2020-07-04,17:30,Lech Poznań,2–1,Legia Warsaw,8167,INEA stadion,Paweł Gil,Match Report,
Championship round,4,Sat,2020-07-04,20:00,Lechia Gdańsk,0–3,Cracovia,4768,Stadion Energa Gdańsk,Paweł Raczkowski,Match Report,
Championship round,4,Sun,2020-07-05,15:00,Pogoń Szczecin,2–2,Jagiellonia,,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Championship round,4,Sun,2020-07-05,17:30,Piast Gliwice,1–0,Śląsk Wrocław,,Stadion Miejski,Mariusz Zlotek,Match Report,
Relegation round,4,Mon,2020-07-06,18:00,Wisła Płock,1–0,Górnik Zabrze,657,Stadion im. Kazimierza Górskiego,Dominik Sulikowski,Match Report,
,,,,,,,,,,,,
Relegation round,5,Fri,2020-07-10,18:00,Zagłębie Lubin,0–1,Wisła Płock,,Stadion Zagłębia Lubin,Piotr Lasyk,Match Report,
Relegation round,5,Fri,2020-07-10,20:30,Górnik Zabrze,4–1,RKS Raków,,Arena Zabrze,Łukasz Szczech,Match Report,
Relegation round,5,Sat,2020-07-11,15:00,Arka Gdynia,3–2,Łódzki KS,,Stadion GOSiR,Artur Aluszyk,Match Report,
Championship round,5,Sat,2020-07-11,17:30,Legia Warsaw,2–0,Cracovia,,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Relegation round,5,Sat,2020-07-11,20:00,Wisła Kraków,1–1,Korona Kielce,,Stadion Miejski im. Henryka Reymana,Wojciech Myć,Match Report,
Championship round,5,Sun,2020-07-12,12:30,Śląsk Wrocław,2–2,Pogoń Szczecin,,Stadion Miejski,Paweł Raczkowski,Match Report,
Championship round,5,Sun,2020-07-12,15:00,Piast Gliwice,2–0,Jagiellonia,,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Championship round,5,Sun,2020-07-12,17:30,Lech Poznań,3–2,Lechia Gdańsk,6432,INEA stadion,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Relegation round,6,Tue,2020-07-14,20:30,Wisła Płock,3–1,Korona Kielce,,Stadion im. Kazimierza Górskiego,Sebastian Jarzębak,Match Report,
Relegation round,6,Tue,2020-07-14,20:30,Zagłębie Lubin,3–1,Wisła Kraków,,Stadion Zagłębia Lubin,Paweł Gil,Match Report,
Relegation round,6,Tue,2020-07-14,20:30,Arka Gdynia,1–2,Górnik Zabrze,,Stadion GOSiR,Bartosz Frankowski,Match Report,
Relegation round,6,Tue,2020-07-14,20:30,Łódzki KS,3–2,RKS Raków,,Stadion ŁKS-u,Tomasz Kwiatkowski,Match Report,
Championship round,6,Wed,2020-07-15,20:30,Lechia Gdańsk,0–0,Legia Warsaw,5747,Stadion Energa Gdańsk,Tomasz Musiał,Match Report,
Championship round,6,Wed,2020-07-15,20:30,Cracovia,1–2,Lech Poznań,3216,Stadion Cracovii,Jarosław Przybył,Match Report,
Championship round,6,Wed,2020-07-15,20:30,Jagiellonia,2–1,Śląsk Wrocław,,Stadion Miejski,Szymon Marciniak,Match Report,
Championship round,6,Wed,2020-07-15,20:30,Pogoń Szczecin,1–0,Piast Gliwice,3486,Stadion Miejski im. Floriana Krygiera,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Relegation round,7,Sat,2020-07-18,17:30,Górnik Zabrze,0–2,Zagłębie Lubin,4217,Arena Zabrze,Paweł Gil,Match Report,
Relegation round,7,Sat,2020-07-18,17:30,RKS Raków,2–1,Wisła Płock,,Stadion GKS-u,Łukasz Kuźma,Match Report,
Relegation round,7,Sat,2020-07-18,17:30,Wisła Kraków,0–1,Arka Gdynia,,Stadion Miejski im. Henryka Reymana,Damian Sylwestrzak,Match Report,
Relegation round,7,Sat,2020-07-18,17:30,Korona Kielce,2–0,Łódzki KS,1519,Kolporter Arena,Szymon Marciniak,Match Report,
Championship round,7,Sun,2020-07-19,17:30,Piast Gliwice,1–1,Cracovia,1961,Stadion Miejski,Bartosz Frankowski,Match Report,
Championship round,7,Sun,2020-07-19,17:30,Śląsk Wrocław,1–2,Lechia Gdańsk,6723,Stadion Miejski,Mariusz Zlotek,Match Report,
Championship round,7,Sun,2020-07-19,17:30,Lech Poznań,4–0,Jagiellonia,8483,INEA stadion,Paweł Raczkowski,Match Report,
Championship round,7,Sun,2020-07-19,17:30,Legia Warsaw,1–2,Pogoń Szczecin,5500,Stadion Miejski Legii Warszawa im. Marsz...,Damian Kos,Match Report,
