Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,22,Sun,2019-02-17,18:00,Legia Warsaw,0–2,Cracovia,24579,Stadion Miejski Legii Warszawa im. Marsz...,Piotr Lasyk,Match Report,
Regular Season,22,Mon,2019-02-18,18:00,Wisła Kraków,1–0,Śląsk Wrocław,21289,Stadion Miejski im. Henryka Reymana,Paweł Gil,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2019-02-22,18:00,Arka Gdynia,1–2,Piast Gliwice,3501,Stadion GOSiR,Wojciech Myć,Match Report,
Regular Season,23,Fri,2019-02-22,20:30,Korona Kielce,1–1,Pogoń Szczecin,5583,Kolporter Arena,Paweł Raczkowski,Match Report,
Regular Season,23,Sat,2019-02-23,15:30,Górnik Zabrze,2–1,Zag Sosnowiec,13884,Arena Zabrze,Bartosz Frankowski,Match Report,
Regular Season,23,Sat,2019-02-23,18:00,Lech Poznań,2–0,Legia Warsaw,24164,INEA stadion,Tomasz Musiał,Match Report,
Regular Season,23,Sat,2019-02-23,20:30,Lechia Gdańsk,1–0,Wisła Kraków,12557,Stadion Energa Gdańsk,Tomasz Kwiatkowski,Match Report,
Regular Season,23,Sun,2019-02-24,15:30,Miedź,2–1,Wisła Płock,4008,Stadion im. Orła Białego,Jarosław Przybył,Match Report,
Regular Season,23,Sun,2019-02-24,18:00,Cracovia,1–0,Jagiellonia,11043,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Regular Season,23,Mon,2019-02-25,18:00,Śląsk Wrocław,2–0,Zagłębie Lubin,8484,Stadion Miejski,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2019-03-01,18:00,Piast Gliwice,2–0,Śląsk Wrocław,4528,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,24,Fri,2019-03-01,20:30,Legia Warsaw,2–0,Miedź,18962,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Zlotek,Match Report,
Regular Season,24,Sat,2019-03-02,15:30,Zag Sosnowiec,4–1,Korona Kielce,2568,Stadion Ludowy,Tomasz Kwiatkowski,Match Report,
Regular Season,24,Sat,2019-03-02,18:00,Jagiellonia,2–2,Górnik Zabrze,7162,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,24,Sat,2019-03-02,20:30,Wisła Płock,3–2,Cracovia,2013,Stadion im. Kazimierza Górskiego,Bartosz Frankowski,Match Report,
Regular Season,24,Sun,2019-03-03,15:30,Wisła Kraków,2–3,Pogoń Szczecin,17775,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,24,Sun,2019-03-03,18:00,Lech Poznań,1–0,Arka Gdynia,18587,INEA stadion,Paweł Gil,Match Report,
Regular Season,24,Mon,2019-03-04,18:00,Zagłębie Lubin,2–1,Lechia Gdańsk,4053,Stadion Zagłębia Lubin,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,25,Fri,2019-03-08,18:00,Górnik Zabrze,0–2,Piast Gliwice,16633,Arena Zabrze,Szymon Marciniak,Match Report,
Regular Season,25,Fri,2019-03-08,20:30,Śląsk Wrocław,2–0,Jagiellonia,8286,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,25,Sat,2019-03-09,15:30,Cracovia,2–1,Zag Sosnowiec,9413,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Zlotek,Match Report,
Regular Season,25,Sat,2019-03-09,18:00,Korona Kielce,2–6,Wisła Kraków,9644,Kolporter Arena,Daniel Stefański,Match Report,
Regular Season,25,Sat,2019-03-09,20:30,Arka Gdynia,1–2,Legia Warsaw,10000,Stadion GOSiR,Piotr Lasyk,Match Report,
Regular Season,25,Sun,2019-03-10,15:30,Pogoń Szczecin,0–3,Zagłębie Lubin,15319,Stadion Miejski im. Floriana Krygiera,Paweł Gil,Match Report,
Regular Season,25,Sun,2019-03-10,18:00,Miedź,3–2,Lech Poznań,5462,Stadion im. Orła Białego,Tomasz Kwiatkowski,Match Report,
Regular Season,25,Mon,2019-03-11,18:00,Lechia Gdańsk,1–1,Wisła Płock,8769,Stadion Energa Gdańsk,Wojciech Myć,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2019-03-15,18:00,Wisła Płock,0–2,Pogoń Szczecin,2511,Stadion im. Kazimierza Górskiego,Mariusz Zlotek,Match Report,
Regular Season,26,Fri,2019-03-15,20:30,Lech Poznań,0–3,Górnik Zabrze,9881,INEA stadion,Bartosz Frankowski,Match Report,
Regular Season,26,Sat,2019-03-16,15:30,Jagiellonia,1–3,Korona Kielce,7660,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,26,Sat,2019-03-16,18:00,Zag Sosnowiec,0–1,Lechia Gdańsk,2624,Stadion Ludowy,Paweł Raczkowski,Match Report,
Regular Season,26,Sat,2019-03-16,20:30,Legia Warsaw,1–0,Śląsk Wrocław,24209,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Regular Season,26,Sun,2019-03-17,15:30,Zagłębie Lubin,0–0,Arka Gdynia,5823,Stadion Zagłębia Lubin,Krzysztof Jakubik,Match Report,
Regular Season,26,Sun,2019-03-17,15:30,Piast Gliwice,2–1,Miedź,5571,Stadion Miejski,Wojciech Myć,Match Report,
Regular Season,26,Sun,2019-03-17,18:00,Wisła Kraków,3–2,Cracovia,28235,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2019-03-29,18:00,Wisła Płock,0–1,Zagłębie Lubin,4019,Stadion im. Kazimierza Górskiego,Jarosław Przybył,Match Report,
Regular Season,27,Fri,2019-03-29,20:30,Lechia Gdańsk,2–0,Piast Gliwice,15073,Stadion Energa Gdańsk,Paweł Raczkowski,Match Report,
Regular Season,27,Fri,2019-03-29,20:30,Górnik Zabrze,0–1,Cracovia,13431,Arena Zabrze,Wojciech Myć,Match Report,
Regular Season,27,Sat,2019-03-30,15:30,Miedź,0–2,Zag Sosnowiec,4577,Stadion im. Orła Białego,Tomasz Musiał,Match Report,
Regular Season,27,Sat,2019-03-30,18:00,Arka Gdynia,0–2,Śląsk Wrocław,9021,Stadion GOSiR,Zbigniew Dobrynin,Match Report,
Regular Season,27,Sat,2019-03-30,20:30,Korona Kielce,0–0,Lech Poznań,8166,Kolporter Arena,Piotr Lasyk,Match Report,
Regular Season,27,Sun,2019-03-31,15:30,Pogoń Szczecin,0–0,Jagiellonia,4151,Stadion Miejski im. Floriana Krygiera,Daniel Stefański,Match Report,
Regular Season,27,Sun,2019-03-31,18:00,Wisła Kraków,4–0,Legia Warsaw,33000,Stadion Miejski im. Henryka Reymana,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,28,Tue,2019-04-02,18:00,Śląsk Wrocław,0–0,Miedź,8156,Stadion Miejski,Mariusz Zlotek,Match Report,
Regular Season,28,Tue,2019-04-02,18:00,Cracovia,2–1,Korona Kielce,8076,Stadion Miejski Legii Warszawa im. Marsz...,Krzysztof Jakubik,Match Report,
Regular Season,28,Tue,2019-04-02,20:30,Arka Gdynia,0–0,Lechia Gdańsk,10012,Stadion GOSiR,Paweł Gil,Match Report,
Regular Season,28,Tue,2019-04-02,20:30,Zagłębie Lubin,1–1,Górnik Zabrze,3319,Stadion Zagłębia Lubin,Łukasz Szczech,Match Report,
Regular Season,28,Wed,2019-04-03,18:00,Lech Poznań,3–2,Pogoń Szczecin,7112,INEA stadion,Tomasz Kwiatkowski,Match Report,
Regular Season,28,Wed,2019-04-03,18:00,Piast Gliwice,1–0,Wisła Płock,4159,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,28,Wed,2019-04-03,20:30,Legia Warsaw,3–0,Jagiellonia,22590,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Regular Season,28,Wed,2019-04-03,20:30,Zag Sosnowiec,4–3,Wisła Kraków,4296,Stadion Ludowy,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,29,Fri,2019-04-05,18:00,Korona Kielce,0–2,Zagłębie Lubin,6334,Kolporter Arena,Bartosz Frankowski,Match Report,
Regular Season,29,Fri,2019-04-05,20:30,Miedź,2–1,Cracovia,4018,Stadion im. Orła Białego,Piotr Lasyk,Match Report,
Regular Season,29,Sat,2019-04-06,15:30,Jagiellonia,2–1,Zag Sosnowiec,6541,Stadion Miejski,Zbigniew Dobrynin,Match Report,
Regular Season,29,Sat,2019-04-06,18:00,Wisła Kraków,2–2,Piast Gliwice,26010,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,29,Sat,2019-04-06,20:30,Lechia Gdańsk,1–0,Lech Poznań,19016,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,29,Sun,2019-04-07,15:30,Pogoń Szczecin,3–3,Arka Gdynia,4295,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Regular Season,29,Sun,2019-04-07,18:00,Górnik Zabrze,1–2,Legia Warsaw,23271,Arena Zabrze,Tomasz Musiał,Match Report,
Regular Season,29,Mon,2019-04-08,18:00,Wisła Płock,2–0,Śląsk Wrocław,3096,Stadion im. Kazimierza Górskiego,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Regular Season,30,Sat,2019-04-13,18:00,Legia Warsaw,3–1,Pogoń Szczecin,27352,Stadion Miejski Legii Warszawa im. Marsz...,Wojciech Myć,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Śląsk Wrocław,0–1,Górnik Zabrze,7616,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Lech Poznań,0–2,Jagiellonia,10824,INEA stadion,Bartosz Frankowski,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Arka Gdynia,1–1,Miedź,6098,Stadion GOSiR,Piotr Lasyk,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Piast Gliwice,4–0,Korona Kielce,4410,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Zagłębie Lubin,3–1,Wisła Kraków,6189,Stadion Zagłębia Lubin,Paweł Raczkowski,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Cracovia,4–2,Lechia Gdańsk,10765,Stadion Miejski Legii Warszawa im. Marsz...,Krzysztof Jakubik,Match Report,
Regular Season,30,Sat,2019-04-13,18:00,Zag Sosnowiec,1–3,Wisła Płock,3004,Stadion Ludowy,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Championship round,1,Sat,2019-04-20,15:30,Lechia Gdańsk,0–2,Piast Gliwice,13965,Stadion Energa Gdańsk,Szymon Marciniak,Match Report,
Championship round,1,Sat,2019-04-20,18:00,Jagiellonia,3–3,Lech Poznań,8412,Stadion Zagłębia Lubin,Daniel Stefański,Match Report,
Championship round,1,Sat,2019-04-20,18:00,Zagłębie Lubin,2–3,Pogoń Szczecin,4311,Stadion Zagłębia Lubin,Artur Aluszyk,Match Report,
Championship round,1,Sat,2019-04-20,20:30,Legia Warsaw,1–0,Cracovia,16501,Stadion Miejski Legii Warszawa im. Marsz...,Bartosz Frankowski,Match Report,
Relegation round,1,Mon,2019-04-22,15:30,Miedź,2–2,Zag Sosnowiec,4336,Stadion im. Orła Białego,Paweł Raczkowski,Match Report,
Relegation round,1,Mon,2019-04-22,15:30,Wisła Kraków,2–3,Wisła Płock,18192,Stadion Miejski im. Henryka Reymana,Piotr Lasyk,Match Report,
Relegation round,1,Mon,2019-04-22,18:00,Korona Kielce,2–0,Śląsk Wrocław,5018,Kolporter Arena,Mariusz Zlotek,Match Report,
Relegation round,1,Mon,2019-04-22,18:00,Górnik Zabrze,1–0,Arka Gdynia,12278,Arena Zabrze,Paweł Gil,Match Report,
,,,,,,,,,,,,
Championship round,2,Tue,2019-04-23,18:00,Piast Gliwice,1–0,Zagłębie Lubin,4541,Stadion Miejski,Łukasz Szczech,Match Report,
Championship round,2,Tue,2019-04-23,20:30,Cracovia,0–1,Jagiellonia,8427,Stadion Cracovii,Tomasz Kwiatkowski,Match Report,
Championship round,2,Wed,2019-04-24,18:00,Pogoń Szczecin,3–4,Lechia Gdańsk,4155,Stadion Miejski im. Floriana Krygiera,Zbigniew Dobrynin,Match Report,
Championship round,2,Wed,2019-04-24,20:30,Lech Poznań,1–0,Legia Warsaw,11935,INEA stadion,Jarosław Przybył,Match Report,
Relegation round,2,Thu,2019-04-25,18:00,Wisła Płock,2–1,Korona Kielce,4214,Stadion im. Kazimierza Górskiego,Wojciech Myć,Match Report,
Relegation round,2,Thu,2019-04-25,18:00,Arka Gdynia,2–0,Miedź,5112,Stadion GOSiR,Piotr Lasyk,Match Report,
Relegation round,2,Thu,2019-04-25,20:30,Śląsk Wrocław,1–2,Górnik Zabrze,5046,Stadion Miejski,Szymon Marciniak,Match Report,
Relegation round,2,Thu,2019-04-25,20:30,Zag Sosnowiec,2–1,Wisła Kraków,3048,Stadion Ludowy,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Championship round,3,Fri,2019-04-26,18:00,Zagłębie Lubin,2–0,Jagiellonia,3022,Stadion Zagłębia Lubin,Mariusz Zlotek,Match Report,
Championship round,3,Fri,2019-04-26,20:30,Piast Gliwice,3–1,Cracovia,6104,Stadion Miejski,Paweł Raczkowski,Match Report,
Championship round,3,Sat,2019-04-27,18:00,Pogoń Szczecin,1–1,Lech Poznań,4376,Stadion Miejski im. Floriana Krygiera,Paweł Gil,Match Report,
Championship round,3,Sat,2019-04-27,20:30,Lechia Gdańsk,1–3,Legia Warsaw,25000,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Relegation round,3,Sun,2019-04-28,13:00,Miedź,3–2,Wisła Płock,4021,Stadion im. Orła Białego,Krzysztof Jakubik,Match Report,
Relegation round,3,Sun,2019-04-28,15:30,Korona Kielce,0–2,Arka Gdynia,4479,Kolporter Arena,Jarosław Przybył,Match Report,
Relegation round,3,Sun,2019-04-28,18:00,Wisła Kraków,1–1,Śląsk Wrocław,9711,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
Relegation round,3,Mon,2019-04-29,18:00,Górnik Zabrze,4–0,Zag Sosnowiec,11549,Arena Zabrze,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Relegation round,4,Fri,2019-05-03,18:00,Wisła Płock,1–1,Arka Gdynia,5011,Stadion im. Kazimierza Górskiego,Mariusz Zlotek,Match Report,
Relegation round,4,Fri,2019-05-03,20:30,Górnik Zabrze,1–2,Wisła Kraków,17210,Arena Zabrze,Paweł Gil,Match Report,
Relegation round,4,Sat,2019-05-04,15:30,Korona Kielce,0–0,Miedź,4451,Kolporter Arena,Tomasz Kwiatkowski,Match Report,
Championship round,4,Sat,2019-05-04,18:00,Lech Poznań,1–1,Zagłębie Lubin,7855,INEA stadion,Piotr Lasyk,Match Report,
Championship round,4,Sat,2019-05-04,20:30,Legia Warsaw,0–1,Piast Gliwice,26490,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Relegation round,4,Sun,2019-05-05,15:30,Zag Sosnowiec,2–4,Śląsk Wrocław,2064,Stadion Ludowy,Paweł Raczkowski,Match Report,
Championship round,4,Sun,2019-05-05,18:00,Cracovia,2–0,Lechia Gdańsk,8224,Stadion Cracovii,Jarosław Przybył,Match Report,
Championship round,4,Mon,2019-05-06,18:00,Jagiellonia,4–2,Pogoń Szczecin,6348,Stadion Miejski,Łukasz Szczech,Match Report,
,,,,,,,,,,,,
Relegation round,5,Fri,2019-05-10,18:00,Arka Gdynia,2–0,Zag Sosnowiec,7012,Stadion GOSiR,Bartosz Frankowski,Match Report,
Relegation round,5,Fri,2019-05-10,20:30,Wisła Kraków,1–0,Korona Kielce,19417,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
Relegation round,5,Sat,2019-05-11,15:30,Śląsk Wrocław,2–1,Wisła Płock,8715,Stadion GOSiR,Tomasz Kwiatkowski,Match Report,
Relegation round,5,Sat,2019-05-11,18:00,Miedź,0–1,Górnik Zabrze,5482,Stadion im. Orła Białego,Paweł Raczkowski,Match Report,
Championship round,5,Sat,2019-05-11,20:30,Cracovia,1–0,Lech Poznań,10631,Stadion Cracovii,Szymon Marciniak,Match Report,
Championship round,5,Sun,2019-05-12,13:00,Piast Gliwice,2–1,Jagiellonia,9028,Stadion Miejski,Jarosław Przybył,Match Report,
Championship round,5,Sun,2019-05-12,15:30,Legia Warsaw,1–1,Pogoń Szczecin,26233,Stadion Miejski Legii Warszawa im. Marsz...,Paweł Gil,Match Report,
Championship round,5,Sun,2019-05-12,18:00,Lechia Gdańsk,1–1,Zagłębie Lubin,12511,Stadion Energa Gdańsk,Mariusz Zlotek,Match Report,
,,,,,,,,,,,,
Relegation round,6,Mon,2019-05-13,18:00,Arka Gdynia,3–1,Wisła Kraków,7602,Stadion GOSiR,Paweł Raczkowski,Match Report,
Relegation round,6,Tue,2019-05-14,20:30,Zag Sosnowiec,2–4,Korona Kielce,1189,Stadion Ludowy,Artur Aluszyk,Match Report,
Relegation round,6,Tue,2019-05-14,20:30,Miedź,0–2,Śląsk Wrocław,5529,Stadion im. Orła Białego,Piotr Lasyk,Match Report,
Relegation round,6,Tue,2019-05-14,20:30,Górnik Zabrze,0–1,Wisła Płock,11895,Arena Zabrze,Łukasz Szczech,Match Report,
Championship round,6,Wed,2019-05-15,20:30,Pogoń Szczecin,0–0,Piast Gliwice,3689,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Championship round,6,Wed,2019-05-15,20:30,Zagłębie Lubin,1–2,Cracovia,2911,Stadion Zagłębia Lubin,Wojciech Myć,Match Report,
Championship round,6,Wed,2019-05-15,20:30,Jagiellonia,1–0,Legia Warsaw,13573,Stadion Miejski,Szymon Marciniak,Match Report,
Championship round,6,Wed,2019-05-15,20:30,Lech Poznań,2–1,Lechia Gdańsk,7516,INEA stadion,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Relegation round,7,Sat,2019-05-18,15:30,Wisła Płock,0–0,Zag Sosnowiec,6519,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
Relegation round,7,Sat,2019-05-18,15:30,Wisła Kraków,4–5,Miedź,13197,Stadion im. Kazimierza Górskiego,Tomasz Kwiatkowski,Match Report,
Relegation round,7,Sat,2019-05-18,15:30,Korona Kielce,0–3,Górnik Zabrze,6258,Kolporter Arena,Łukasz Szczech,Match Report,
Relegation round,7,Sat,2019-05-18,15:30,Śląsk Wrocław,4–0,Arka Gdynia,9094,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,7,Sun,2019-05-19,18:00,Lechia Gdańsk,2–0,Jagiellonia,15008,Stadion Energa Gdańsk,Paweł Gil,Match Report,
Championship round,7,Sun,2019-05-19,18:00,Piast Gliwice,1–0,Lech Poznań,9913,Stadion Miejski,Szymon Marciniak,Match Report,
Championship round,7,Sun,2019-05-19,18:00,Legia Warsaw,2–2,Zagłębie Lubin,24437,Stadion Miejski Legii Warszawa im. Marsz...,Bartosz Frankowski,Match Report,
Championship round,7,Sun,2019-05-19,18:00,Cracovia,0–3,Pogoń Szczecin,12768,Stadion Cracovii,Piotr Lasyk,Match Report,
